INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,dotakes,eats&break& sung,punching&punches& ,takes&taking,barn&,do& you& express& explains,,folding&has& folds,am,has,teaching&,drinks&,goes,four&,milk&,did,treats&likes,take&salty,don'tlet's can't &eat& does& con,doing&where& does,she& invites
1,takes,meeting&meets,going&,shoot&,doesn'triding&,Ican'twantto&song&onfall,,working&,youaren'thaveto&drinking&many,were,invitation&,inviting&,meets,singing,seeing&,in&goes&on,doing&without,gives&,why&let'scan't&did&eat,can’t&does&your&yours&,will&
2,taking,he&eats,lead&wanted,merry&thestuff&,wants&playing&,base&undertake,,sheer&had&,,manages&,choice&,chewing&have&chooses,don't&wants&,liking,much&same,your&wakes,goes&going&went&sum,doing&,place&done&don'tdidcan't,nogo&,will&
3,taking,they&monitors,sleeps&,counting&on,wants&cleans&,Ican'twantto&totalks&,,catching&,new,were,goes&,cheese&have,sells,did,fight&likes&too,paid&paid&pays,dancing&dances&strong,flight&gain,place&done&didcan't,does&can’t&doing&my,don't
4,health,picking&picks,sends&,builds&,&talking,canyou&made&ahot&,,wish&had,busy,your&,him&,cute&,did,liked&,traveling&,flesh,alike,proof&proves,let&done&don'tdidcan't,done&me&two&,can't&
5,dances,don't&arriving&,wanting&knows&,rests&,wantingsteel&,&plays&playing,,wife&,listens,cooker&,helps&,chase&,can,seat&,yours,stole&steals&they,something&doing,watered&wastes,place&done&don'tdidcan't,does&had&head&,don't
6,fixing&doyou,removed&pine,are&counting&you,youbeing,I'mnotgoingtocount&many&thisyear,,,play,eating&,do&,studies,likes&,did,did,introduce&yours,introducing&did,noise&cuts,watering&,let's&can't&done&eat,don't&does&go&,will
7,eating&I,message&light,walk&over,in&,living&,,,goes&,came&,do,has,invite&,can't,stretch&,inviting&,lower,me,slepts&slept,don'tlet's&doing&could,let's&wants&eat,sang
8,reviewing&reviews&your,remembers&score,being&piano,cleans&me&,being,importance&massage,,introduction,introduction&,masking&,cart,have,did,curing&,being&,talk,rise&raises,studying&,did&your&don'tlet's&can't,your&does&doing&done,can
9,rise,throwing&few,,visiting&she,busy&an,getting&,,has,aren't&,returns&,makes&,,can,picks,told&,taste&eating,delicious&decides&eat&decision,has&had&no&,me&did&don'tlet's&can't,didn’t&me&my&eat,have
10,teacher&snack,helping&me&helps,shown&shower&,asking&your,shows&,,walk&hardly,dancing&,left&,wife,don’t,,soft,likes,wound,his,slow,had&no&has,let's&your&did&can&doing,let's&your&done&yours,let's&has
11,slip,helps&standing,wish&list,going,eats&,here&late&arrives,,quitting&,likes,bite,don’t,crying,they,ordering&,dreams&,wife&your&me,bring,has&,let'scan't&me&eat&does&,let's&can’tdidn’tdoes&doing,had&has&run
12,makes&me,Ithrows&throwing,areyouwantto&she&tointroduce,being&,puts&,,,asleep&,sleeps&,hugs,goes,skips&,has,mine,surprised&likes,hear&turns,thick&thinks,had&no&has,don'tlet'snot,doing&does&did&me&my,can't&
13,he&gangster,having&her,korea,steel,singing&,,,lives,aren't,gives&,missing&,missing&,puts,correcting&likes,windy,we&,wedding&you,want&his&loves,don'tcan'tdoing,had&didn’t,wants
14,searching&world&your,they,answers&me,introduction&theangry,you,dye,,takes,song&,listens,waiter&,,merry,collect&likes,light&,and&studying,being&,inviting&invites&she,don't&let's&can't,your&go&,wants
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,cleans&miss,sells,shop&fish,going,does,,does,helping,alike,,don’t,have,she,likes,likes,can,into&worries&your&bout,no&dancing,go&me,yourdid&doing&may,being&can&queen&being&
20,reading,your&life,wish,tongue,eats,,shakes,has&loves,drives,,has,have,flies,liking,liking,did&learns&,lost&loses&me,being&no&bee,has&had&did,doing&me&did&done,sooner&being&
21,called&she&calls,catcher&past,snake,bed,makes,changes,had,forgive,didn’t,,doesn’t,has,saying,your,drawing,made&makes,keeper&keeps&,said&no&being,doing&may&did&your&,was&would&dome&,where
22,hat&bet,belief&canbelieves&,happily&bee,makes,pat,meat,has,has&forgets,cheer,takes,has,having,invite,showing,gives,being,finds&hide,clay&cries,done&did&had&,are&does&your&,
23,country&counts&too,waiting,hose&moves,lotof,knows,glow,moves,new&has&,swimming,solves,has,hide,ties,passing,making,hitter&hits,paid&four,wakes,wantsdoing,be&don’t&does&doing&did&dome,
24,ties&ties&she,month&closes&can,see&bed,meat,cloudy,eats,kit,cheer,your,,fellow,knows,washes,she,heal,catcher,they&sleeps,hunting,doing&wants&too&,doing&can&may&won’t&not,she&helps
25,steel&mild&steals,me&understands&me,had&,using,sleep,your,drunk,makes,plan,,joint,makes,taste,visits,rake,dies&you,way&runs,buys,wants&doing&two&,have&me&you&too&,calling&your&
26,shower,I&anytime,an,seeing,dick,they,controls,kills,thinking,,has,likes,farmer,picks,pace,waiting,sun&enters&entered,your,doing&has&had,doing&did&done&drive&drink,calls&calling
27,takes&took&,on&for,usb,wait,wants,,music,lay,chance,,quitting,class,mixing,shower,sun,joins&clap,picker&picks&apples,hear&price&your,has&had&doing&done,wants&wanting&too,being&quite&can&could&
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
