INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,그녀를 행복하게 만들어라! ,아점으로 a roll cake를 먹지 마라!,그의 엄마와 같이 춤을 추세요!,그의 부인을 오늘 인터뷰하지 마세요!,과학 수업을 시작하자!,그녀의 치마를 교환하지 말자!,이 친구와 춤을 추는 것이 어때?,a 시원한 수박을 먹어라!,넌 셔틀버스 타고 the 병원에 가니?,난 그의 가족 문제를 이해한다.,넌 그의 이상한 성격(character)을 모르니?,나는 매일 나의 직업에 관해서 생각하지 않는다.,너는 the 고장 난 버너를 태우려고 하니?,나는 a 쇼킹한 뉴스를 the 기자에게 말하려고 해.,넌 뛰어서 the 시청에 가려고 하지 않니?,나는 그 추억을 잊어버리려고 하지 않는다.,난 그들에게 비싼 사과s를 팔지 않는다.,넌 영어를 말할 수 있니?,난 나의 알바 직업을 바꿀 수 있어.,그녀의 게으른 엄마를 도와주지 말자!,난 a 핀으로 a 풍선을 터트릴 수 있다.
1,a 아름다운 돼지와 춤을 춰라! ,그녀의 헤어스타일을 바꾸지 마!,그녀의 실수를 잊어버리세요!,the 서비스 코드를 바꾸지 마세요!,그녀의 실수를 이해하자!,저 넥타이는 팔지 말자!,그의 아이디어를 이용하는 것이 어때?,그녀와 여기서 말하지 마라!,넌 지금 더워?,난 그녀에게 토끼 두 마리s를 준다.,너는 너의 차를 밀지 않니?,나는 매일 저녁에 the 바닥을 닦지 않는다.,당신은 이것이 틀렸다고 표시하려고 합니까?,난 the 시계에 대해 품질 보증을 하려고 해.,당신은 the 피곤한 호랑이와 일을 하려고 하지 않습니까?,난 the 추억을 암기하려고(memorize) 하지 않는다.,난 그의 password를 몰라.,넌 그를 슬프게 만들 수 있니?,난 지금 잘 수 있어.,넌 a 다정한 말이 없니?,그의 황당한 질문을 넌 기억할 수 있니?
2,자전거를 타고 the 달에 가라! ,나에게 a 상품권을 주지마라! ,이 페이지를 출력해 주세요!,그의 농담을 듣지 마세요!,a 시원한 치마를 입자!,a 칼을 가지고 놀지 말자!,너의 아들을 이해 해주는 것이 어때?,제발 조용히 좀 해주세요!,넌 너의 친구와 그것을 하니?,난 the 여왕의 코를 매일 만진다.,넌 3개의 직선s을 그리지 않니?,나는 그의 이상한 버릇을 몰라.,당신은 the 보트 위에서 투표하려고 하니?,저는 그네에게 a 입에 발린 말을 하려고 합니다.,넌 a 레슬링선수와 춤을 추려고 하지 않니?,저는 당신의 친구를 밀려고 하지 않습니다.,제발 저의 친구를 당겨 주세요!,당신은 내일 저를 만날 수 있습니까?,난 너를 울게 만들 수 있어.,넌 the 유리잔을 커피로 채울 수 있니?,난 the 화난 새와 싸우려고 해.
3,저 검은 장미를 만져라! ,나를 검은 바나나 라고 부르지 마라! ,a 아름다운 호박을 드세요!,여기서 술 담배를 하지 마세요!,a 수영선수와 수영하자!,그녀와 잡담하지 말자!,이번 일요일에 그녀와 카드놀이s 하는 것이 어때?,오늘 밤 the 강을 건너지 마라!,당신은 7시에 일어납니까?,저는 매일 아침 나의 아빠가 일하는 걸 도와줍니다.,너는 a 탱크를 너의 손가락s으로 부수지 않니?,난 a 축구공을 그녀에게 패스하지 않는다.,넌 그 최고 타자처럼 a 공을 치려고 하니?,난 너의 남동생과 같이 놀려고 해.,당신은 a 복면한 의사에게 그 노래를 가르치려고 하지 않습니까?,나는 the 고장 난 문을 당기려고 하지 않는다.,넌 a 키 작은 꽃과 같이 놀려고 하지 않니?,넌 오늘밤 a teddy bear와 같이 놀 수 있니?,난 많은 돈을 벌 수 있어.,난 a 행복한 집을 행복한 사람들과 만들려고 한다.,"제발, 음주 운전하지 마세요."
4,너의 친구를 the 구름 위에서 만나라! ,그녀의 축구공을 멀리(far) 차지 마!,a 검은 자전거를 흰색으로 만들어 주세요!,음주운전 하지 마세요!,a 가격이 싼 빵을 사자!,a 가격이 싼 블루투스를 사지 말자!,그녀에게 도전하는 것이 어때?,a 아름다운 영화를 만들자!,넌 그녀의 검은 사과를 먹니?,난 그녀의 검은색 이(teeth)를 좋아해.,넌 the 광고풍선을 그녀에게 주지 않니?,난 오이를 재배하지 않는다.,넌 a 차를 the best driver처럼 운전하려고 하니?,나는 너를 7시에 깨우려고 해.,넌 설탕을 그녀에게 주려고 하지 않니?,나는 a 아름다운 성을 지으려고 하지 않아.,그의 영어 말하기 수준을 테스트하자! ,넌 a 높은 산을 소금으로 만들 수 있니?,난 모래위에 a 좋은 집을 지을 수 있어.,넌 아침밥으로 설탕을 먹니?,넌 a 필통 위에서 그와 같이 춤을 추려고 하니?
5,내일 the 큰 창문을 열어라! ,an 재수 없는(unlucky) 거짓말쟁이와 놀지 마!,그녀에게 나의 usb를 주세요!,‘미안’이란 말을 반복하지 마세요!,a 위험한 강을 건너자!,내일 영어를 공부하지 말자!,the 노래를 다시 시작하는 것이 어때?,저 호랑이와 a 나무 위에서 싸워라!,당신은 많은 돈을 가지고 있습니까?,난 the 개구리와 a 나무 위에 산다.,넌 이 광고를 모르니?,난 나의 엄마를 구해주지 않는다.,당신은 그를 용서하려고 합니까?,난 걸어서 중국에 가려고 해.,당신은 그녀의 엄마와 같이 a 한국노래를 부르려고 하지 않습니까?,전 우리들의 우정을 보장하려고 하지 않습니다.,난 ambulance를 타고 the 수영장에 가려고 해.,넌 이 위험한 강을 작은 boat로 건널 수 있니?,난 나의 남동생과 the 힘센 고양이에게 갈 수 있다.,난 a 검은 장미를 물로 살 수 있다.,넌 초미세 먼지로 제거하려고 하지 않니?
6,그의 이름을 잊어버려라! ,그의 더러운 코를 바라보지 마라!,저를 내일 인터뷰 해주세요!,나의 영어를 시험하지 마세요!,우리들의 눈s을 감자!,the 돼지고기를 맛보지 말자!,a 위험한 개와 싸우는 것이 어때?,a 좋은 꿈을 꿔라!,넌 a 아주 큰 유리잔 속에서 수영을 하니?,나는 겨울에 a 짧은 치마를 입어.,너는 the 아픈 오리를 도와주지 않니?,나는 나의 생명의 은인을 구해 주지 않는다.,넌 너의 교실을 영어 수업 전에 청소하려고 하니?,나는 the 낡은 창문을 바꾸려고 해.,너는 the 붉은색 백합을 만들려고 하지 않니?,나는 the 고장 난 모니터를 수리하려고 하지 않아.,그를 화나게 만들지 마!,넌 너의 다리s를 꼴 수 있니?,난 the 고장 난 보일러를 내일 부술 수 있다.,이 연필로 저 꽃을 스케치하자!,난 매일 세수 안 해.
7,그들의 기차를 이용해라! ,저 미친개의 말을 듣지 마!,a 행복한 꿈을 꾸세요!,그의 노래를 빼기지 마세요!,이 딸기를 맛보자!,the 연필로 a 검은 구름을 그리지 말자!,the 영어책을 크게 읽는 것이 어때?,그녀에게 a 사탕을 주지 마라!,넌 가난한 개미들을 도와주니?,나는 그에게 the 검은 바람을 판다.,당신은 그의 마음을 훔치지 않습니까?,저는 a 거지처럼 구걸하지(beg) 않습니다.,당신은 방과 후에 그 가수와 부르려고 합니까?,난 the 태평양(pacific)을 수영해서 가려고 해.,당신은 그의 마음을 훔치려고 하지 않습니까?,난 그 소년의 움직임을 감시하려고 하지 않는다.,넌 저 코브라처럼 벨리댄스를 추려고 하니?,넌 너의 서류철을 접을 수 있니?,난 이제 입을 열 수 있다.,넌 the 동화책을 읽으려고 하니?,난 너를 영원히 잊어버릴 수 있어.
8,a 착한 고양이가 되어라! ,나의 삼촌과 여기서 놀지 마라!,지금 a 사진 클럽에 가입하세요!,팔짱을 끼지 마세요!,그의 이름을 an 지우개로 지워버리자!,a 음악책으로 수학을 가르치지 말자!,그녀의 머리카락을 당기는 것이 어때?,그의 전화번호를 잊어버리는 것이 어때?,넌 a 울고 있는 개에 관하여 이야기하니?,나는 그녀의 나쁜 버릇을 잘 알고 있어.,넌 모형 비행기를 타고 the 병원에 가지 않니?,난 the 병든 원숭이를 만지지 않는다.,넌 그녀에게 a 커브 공을 던지려고 하니?,저는 그의 과거를 영원히 잊어버리려고 합니다.,넌 그것을 방과 후에 하려고 하지 않습니까?,난 장수하려고 하지 않는다.,점심으로 샌드위치를 먹어라!,넌 팔짱을 낄 수 있니?,난 나의 눈s을 the 물속에서 뜰 수 있다.,당신은 그녀에게 나를 소개할 수 있어요?,나는 매일 a 개 조련사를 훈련시킨다.
9,그녀에게 나의 수학책을 줘라! ,나의 메일을 확인하지 마!,그의 번호를 사용해 주세요!,나의 돼지를 놀라게 하지 마세요!,그의 중간 손가락을 사용하자!,the 위험한 길을 건너지 말자!,the 긴 다리를 건너는 것이 어때?,a 행복한 시간을 가져라! ,넌 나를 기억하니?,난 그의 둥근 머리를 기억한다.,넌 the 어항에서 불가사리를 키우지 않니?,난 the 방에 있는 a 원탁 테이블이 기억나지 않는다.,넌 이 비누로 세수하려고 하니?,난 비눗물로 입을 행구려고 해.,너는 a 힌트를 나에게 주려고 하지 않니?,난 그녀의 멍청한 두뇌를 사용하려고 하지 않는다.,넌 매일 그녀에게 많은 돈을 주니?,넌 the 앱을 다운로드 할 수 있니?,난 나의 허리(waist)를 완전하게(perfectly) 사용할 수 있어.,난 오늘 일을 하지 않는다.,그들과 내일 춤추러 가는 것이 어때?
