INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,she,"next,can’t",,an,"for,sings,","I,dances,","he,showed,his,shower,","two,three,four,five,six,seven,","an,cups,off,coffees,","teach,,are","made,an",,,,,,,,,was,remembering
1,"face,explains",break,,,"an,change,changes,too","studies,solars,enemy,stay","finishes,classes,finishing","book,booking,six,seven,eight,ten,","too,cup,off,coffees,",,,,"gives,eats",,,,"Japan,sing",,,"was,angle",
2,"you,her",,,,makes,"seal,seller,hang,he","they,play,team","lose,roses,three,five,seven,ten,","too,cub,on,coffees",hear,,,,,,gave,"team,lost",,,,
3,,,,,"an,cars,selling,sells","fry,cat,catcher,an","royal,pays,paid,paying,pave","two,three,four,seven,eight,nine,","two,glasses,grass,waters,",bye,,,,,,"fax,enters",asking,,,,
4,four,"myself,way",,,"me,too,remembers,remembered","going,an.,came","stunt,stay,teacher,","two,three,four,five,six,seven,eight,nine,ten,","for,pour,glass,water,",,,,"stove,a,",,,lead,,,,,
5,,,,,"opening,widow,that,for","dull,an,makes,made","got,gets,getting,gotten,two","car,express,two,three,four,five,six,","wet,on,off,glass,",a,,,,,"were,","tray,takes",,,,,asking
6,"did,we",,,,"sends,an,cards","dimmer,eats,it,that,eating","an,rooms,sleeps,","girls,gull,gun,two,three,four,","two,juices,baton,bottles,",are,,three,,,waiter,"eating,torch",,,she,,
7,"him,our,forgives",,,,"wrote,writes,litter,wrist","gave,gives,an,pen",nude,"eat,fight,tell,tool,two,","bottle,sixty,five,six,",,,,,,"their,invitation","sleeping,",,,,,
8,rise,,wears,,"made,makes,an,know","part,apart,cancels,canceled","us,uses","fool,pool,birds,nine,ten","saver,sence,bottle,two,","does,did",,,"didn't,cries",,,,,,,"much,Korean",
9,"dream, dogs",,,,"an,track,drives,driven,","using,uses,a","boys,remembered,remembers,too","brabo,brain,bird,two,three,","an,pieces,papers,pepper,",,are,,,,,"drinking,waters",,,,,
10,gives,,you,,"for,this,muse,","make,made,meets,a","an,fry,","cry,crying,cries,pigs.,pug,","pepper,ate,piece,four,",,,,"an,miss,are",,talks,,,,,,"quits,smoke"
11,,,,,"sits,off,too","send,sent,sells,sends","your,without,bleed","smiles,smiled,pig,pin,two,","three,peace,piece,ten,",bet,,,,,,,,,,,"gives,"
12,"he,","your,can,bites",,,"times,interviews,interviewing.,enter,team","picks,an,,flowers,flow","study,lean,learns,learned","runs,ran,wolves,five,ten","the,peace,nine,ten,",he,,,,,,,,,,,
13,"fast,he",,,"her,dances,dancing","books,leads,lead,reads","a,apples,picks,pickle","kept,keen,keeper,keeping","wolf,swims,swimming,swum,one,","the,peace,four,six,",,,,her,,,charge,achieves,,,,
14,"swims,may",she,sun,,"wish,wishes,washes,washing","solves,solved,instead","bleak,brick,problem,bring,","fry,flies,flew,three,four,","pin,piss,piece,five,",are,,,"her,cane,can",,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,,,,"works,her,","rode,ridden,an,,too,","stay,books,style,studies","seen,rode,an,","thee,tree,danced,fly,nine,","an,peace,on,case,",aren’t,"are,does",,"picks,does,leave",throws,,,,,,"guest,inviting",aren’t
20,,,,,"helper,helps,fool","takes,fill,sleep","an,pig,free","once,break,bring,three,four,","any,same,want,waters,nine,ten",are,,,"she,picks,",throws,,"not,did",,much,"sold,rise","drawing,",much
21,,,,,"a,apples,eats,ate","erases,numbers,eraser,mum","burner,train,burns,tray,two","two,fine,find,lily,seven,","two,three,fine,can",,,,,throws,"checks,their","telling,for","books,",much,,,he
22,"your,I,scolds",,,,"legends,are,is,helps","remodeling,older,two","pushing,baton,pushed,but","two,babies,cry,cries,ten","tree,tee,teas,cap",aren’t,are,,,were,"weigh,lost,","doing,has",gives,eat,drill,,"cures,yours"
23,meet,"her,knows,her",,,plan,"did,done,doing,nothing,,too","fool,being,","night,sing,baby,sings,son,","many,airs,some,any,no,none","aren’t,an",she,,,an,,,,widow,,"gray,science",
24,,"me,chance","your,sits",,"up,pile,uploads,feel","anything,tells,your,telling","being,an,","fight,finds,plight,green,six,","try,cup,over,milky,milks,","are,an",,,,drink,pig,,,,,,sits
25,sorry,,"stands,I,,can",,"an,pictures,downtown,down","sent,tent,an","ribbon,teach","lung,wrong,yes,busy,two,","glass,class,grass,thee,",,,,"do,dimmer",,grass,,,,,,"stands,principle"
26,did,"a,",,,,"your,met,season","being,the","smell,small,girl,seven,eight,","glass,milky,off,too,",,,,,,,,,eye,,,"bleak,principle"
27,,he,,"me,we,","I,sing,sings","forgot,sand,for","sees,move,scare","try,tree,train,frog,sleep,","many,any,same,rains,raining,some,",aren’t,,,,,,,,her,,"none,hell","smell,punishes"
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
