INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,is&sing,changes,BalGalak,fast,BalGalak,BalGalak,hurts&log&him,checks&your&did,BalGalak,BalGalak,BalGalak,BalGalak,shouts&you,teaches,BalGalak,careful&class&crosses,BalGalak,takes,BalGalak,BalGalak,BalGalak
1,sung&sings&seed&,changes&me,BalGalak,swims&swimming&thinks,BalGalak,has&can&ask,should&has&play,BalGalak,move,BalGalak,calls&he,BalGalak,shouts&must,BalGalak,BalGalak,your,BalGalak,BalGalak,beats,BalGalak,boys&remembers
2,BalGalak,BalGalak,BalGalak,BalGalak,has&does&,thin,shall&has&,cooks,take&on&takes,BalGalak,do&has,BalGalak,can,BalGalak,BalGalak,BalGalak,BalGalak,does&gum,can’t&beats&he&beating,BalGalak,medal&are
3,BalGalak,BalGalak,much&point,guesses,BalGalak,BalGalak,she,BalGalak,he&go&goes,BalGalak,six&bad&are,rain&rainy&rein&rains&raise,BalGalak,him&to&long&why,BalGalak,BalGalak,BalGalak,BalGalak,he&is&tapes&new,BalGalak,sees&saw&seeing&seen&shine&shame
4,BalGalak,anybody&know&lives,BalGalak,eld&is&your&wow,BalGalak,he&were,steal&has,skips&ski&sky&muse&glass,nake&help,BalGalak,he&melt&his&,prepares&butter,BalGalak,long,BalGalak,me&envies&yours&real,BalGalak,BalGalak,is&her&type&new,knocks&,BalGalak
5,BalGalak,BalGalak,didn’t&changes,is&older&guessing,BalGalak,light&dear&were,fly,he&coffee&do,vest&does,BalGalak,BalGalak,BalGalak,BalGalak,knows,BalGalak,BalGalak,cooks,BalGalak,vary,was,BalGalak
6,do&likes&your&does,BalGalak,wait&he&four,year,BalGalak,BalGalak,happily&made&can&,drinks&or&driving,make,BalGalak,have&bed,snowy&snow&snows&slow&slows,her&curl,whose,BalGalak,BalGalak,was&your&bear&why,catch&rabbit,do,were&shout&shouts,BalGalak
7,cry&are&bout&abuse,BalGalak,BalGalak,long&year,BalGalak,BalGalak,BalGalak,black,are&do,has,got&ever&she,an,charge&me&change,you,BalGalak,likes,were&beer&bear,catch,rainy&raining&its&rail,shouts&was,are&after
8,BalGalak,takes,BalGalak,BalGalak,has,sung&do,BalGalak,book,buck&me&tickle,has&hates,has&bitter,has,changes&does,using&me,BalGalak,taste,was&your&why&are,him&were,BalGalak,shout&were,are&beef
9,BalGalak,BalGalak,draw,BalGalak,my&have&,hear,BalGalak,BalGalak,they&bury&are,hates,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,turn,BalGalak,BalGalak,a&has,did&apple,when&date
10,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,is&do,to&his,BalGalak,wind&blows&blew&block&new,BalGalak,BalGalak,BalGalak,BalGalak,are,BalGalak,BalGalak,does,days&before
11,BalGalak,BalGalak,BalGalak,BalGalak,calls&her,BalGalak,BalGalak,BalGalak,is,lean&korea&to,BalGalak,their&do&does&is,BalGalak,knew,BalGalak,moneys,again,sleeps&will,BalGalak,steep&stop&stopped,BalGalak
12,BalGalak,BalGalak,BalGalak,erases,real&she&your&misunderstands,BalGalak,BalGalak,BalGalak,sing&she,he&no&,goes,the&is&fly&,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,you&step,BalGalak
13,make&an,chance&their&are&not,tune,scary&anytime&do&scares,BalGalak,BalGalak,BalGalak,plays&your&playing,hose&goes,BalGalak,BalGalak,joint&they&me&did,BalGalak,BalGalak,sink&are&you,BalGalak,BalGalak,BalGalak,makes&they,was&salty&terror&Sunday&terrible&,BalGalak
14,BalGalak,BalGalak,sleep,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,lie&are,BalGalak,BalGalak,kind&,BalGalak,can&plays,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,once&this&twice&thank&thou&thy&,is
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,respects,BalGalak,had,BalGalak,BalGalak,do&calling,can&beg&,cheek&least&can,are&chew&your&sing,BalGalak,goes&your,him&shakes,makes,BalGalak,and,real&hates,BalGalak,are&this&you,drive&your,cry&ego,BalGalak
20,BalGalak,BalGalak,careful,BalGalak,finds&can,BalGalak,BalGalak,play,beauty&destroy,BalGalak,being,her&can,BalGalak,teach&&learn,cool&cola&call.&calms&doom,BalGalak,BalGalak,bug&,drive&driving&did,look&happily&she&looked&looking,BalGalak
21,BalGalak,are&learns,BalGalak,BalGalak,eat,BalGalak,easy,BalGalak,three&do,BalGalak,BalGalak,may&have,BalGalak,thinks&teach&learn,BalGalak,using&you&change,BalGalak,makes&wants,top,eld&are&he&her,BalGalak
22,his&always&bite,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,easy,fast&he,vest,BalGalak,BalGalak,BalGalak,BalGalak,good&korea,BalGalak,did&me&using,eating,makes&,BalGalak,asks&she,BalGalak
23,BalGalak,do&work&fry&tree,BalGalak,BalGalak,makes,shows,BalGalak,BalGalak,click&rank,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,come&comma&sinner&since&sensor,BalGalak,BalGalak,waters&,BalGalak,tell&hers&ever,was&the&bout&were
24,BalGalak,your&does&being,BalGalak,BalGalak,lye&do&can’t&lies&,shame&shows,BalGalak,place&smoking&smokes&hear,are&check&is,BalGalak,wonder&wonders&want&won&wants,does&long&your,are&does&can’t&brand,your&now&knows&why&yearn,BalGalak,hear&came,BalGalak,melts&waters,try&uses,BalGalak,borrow
