INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,money&are&was&eat,girl&is&know&knew,eat&eel&eye&eats&eating&end,cloudy&is&study,kills&kill&can't,delicious&cook,eaten&eat&eats&eating&me,fix&too&radio,cast&can't,you,BalGalak,BalGalak,sings,has&your&flour,BalGalak,has,your&an&,BalGalak,was&break&me,BalGalak,eaten&end&a
1,she&risk&are&twinkle&,too&snail&is&catch,punch&punk&pink&fun&funny,bee,meet&being&candle,may&can&cancel,were&from,was,BalGalak,my,BalGalak,you,BalGalak,BalGalak,BalGalak,blink&help&,did&done&your&when,eat&can&has,fix,BalGalak,weak
2,sing&sung&are&write,she&too&hand&,make&makes&making&middle&mad&mach&,being&punish&finish,clean&cleans&she,deck&may&make,cooks&cooking&cook&myself,too&catch,wolf&scar&helps,are&her,BalGalak,BalGalak,BalGalak,have,BalGalak,an&ever,rain&bow,BalGalak,song&sing&tight&tire&tiny,BalGalak,bird&can¡¯t
3,are&was&were&make&making,several&monkey&is&eat,punch&pushing&full&pull&push&bull,reads,send&sends&,can&being&record,I&cooks,BalGalak,scar,are&he,BalGalak,bad,wants,BalGalak,BalGalak,runs,cloudy&lives&,sell,has,glue&like&likes,BalGalak
4,she&are&isn't&open&,eld&cat&is&introduce,curl&cures&cup&cur&curing&cunning.,open&bee&being,their&chair&imports,can&solve&,finds&finding&your,pull&teach,nine,flour&our&was,BalGalak,BalGalak,thinks,much&have,BalGalak,snake&ran&,in&tray&try,BalGalak,fell&fill&fills&fail,BalGalak,noise
5,she&sing&are&remember,boy&is&bitter&aren't,remind&member&I'll&you'll&return&remembers,being&well,BalGalak,four&bee,bell,ear,BalGalak,flag,BalGalak,fix&have,BalGalak,BalGalak,BalGalak,ever&runs,BalGalak,cold&has,hard&study&shall,BalGalak,BalGalak
6,hers&cat&cup&isn't&use,their&is&give&giving&the,use&using&uses&us&useful&you'll,BalGalak,easy&catch&catching,he&deliver,trail&her&invited&invents,push&pushes&desk&disk,rose&throw&way,BalGalak,BalGalak,have&eye,BalGalak,word,BalGalak,by,bug&pin,BalGalak,teach,did&dances&mine,BalGalak
7,lock&long&low&dear,shoe&is&washing&was,you'll&he'll&order&older&ordering&orders,lich&being,me&wash,cheat&arrests&may,were&she,bye&was,way,her,BalGalak,BalGalak,BalGalak,BalGalak,seen,he&meet,what&when&married&marriage,BalGalak,BalGalak,may&has,BalGalak
8,pour&fool&are&help,boy&is&invite&aren't,you'll&you're&I'll&scold&scolds&scolding,being,much&eat,his&being&order&orders,their&make&makes&making&them,cuts&cutting&tree&too,hide&hidden&had,were&,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,ever&he,good&done&new,have,shall&has&he,BalGalak,BalGalak
9,brown&suns&are,is&use&much&,hide&hiding&hides&ridden&bidden&him,send&make,being&calls&,study&probe&stud&,from&makes&were,tree&was,were,are,BalGalak,have,BalGalak,BalGalak,sing,BalGalak,gave&gives,word,has&should&he,looks&looking&booked,BalGalak
10,isn't&shark&shake&shook&shoot,wolf&is&help&helps,bit&it&bitter&beast&bites&bus,stay&no,muse&stole,sandbag&may&keeps,remember&she&pig,hits&they&her&he&hitting,BalGalak,you&are,BalGalak,BalGalak,BalGalak,BalGalak,sing&fame&that,BalGalak,log,BalGalak,an,BalGalak,BalGalak
11,snail&are&kick&kicked,lots&off&,cutting&cut&cup&cat&car&case,she&well&bee,pish&easy,change&bed,she,bye&hits&hot,BalGalak,are,BalGalak,have,BalGalak,BalGalak,sing&fame,BalGalak,gives&,save&has,BalGalak,BalGalak,BalGalak
12,noise&noisy&fix,BalGalak,scold&sell&selling&sells&send&sent&,plant,master&wears&sworn,hose&paint,he&open,hed&paint&had,fox&eat,BalGalak,BalGalak,BalGalak,BalGalak,have&loses,gone&be,BalGalak,gives,BalGalak,BalGalak,BalGalak,BalGalak
13,her&are&cheat&cheating&to,mild&is,push&pulls&pulling&full&push&fell,BalGalak,pug&bee,BalGalak,BalGalak,paint,BalGalak,BalGalak,BalGalak,have&bad&,BalGalak,BalGalak,every&be&gone&,do&had,head&have,sell,tight&tiny&bite&bites,real&hate&hating&hers,BalGalak
14,trainer&are&drive&tray,story&is&believe&belief,is&throw&way&aren't,she&write,being&punish&hear,BalGalak,you&pool,mine&send,live,BalGalak,BalGalak,BalGalak,drinks,BalGalak,BalGalak,eat&do,fly&invents,have,punch&has,BalGalak,BalGalak
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,eat&die&deed,their&is&there&cheat&cheese,calls&calling&is&your,he&send,office&being,fix,cloudy&study,your&tie&she&ties,their&explains,BalGalak,BalGalak,have&eye&,plays,BalGalak,every&has&he,drink&drive&,BalGalak,BalGalak,needs&come,eat&rot&two,hand&has
20,sing&dong&was&lung,tiger&is&kill&kills,is&four&forgiving&forgive&forgave,lead&well&being,loves&loving&can't,stole,were,she&tired,explain,me,BalGalak,have&,BalGalak,swims&can,every&he&invite&invites,drink&drive,BalGalak,smoke,BalGalak,may&has,can
21,ling&she&are&stole,much&less&is&car&,is&choose&chase&cook&chip,fix,hid,port&finish,loves&your,her&hits&hive&dog,aunt,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,he&invites&ever&inviting,drink&drive,fry&free&weren¡¯t,be,dirt&dig,may&hunger&,BalGalak
22,she&loom&are&clean,we&name&is&know,is&your&find&push&pump&,well&sing,your&can&being&forget,cap&recycle,orders&were,fine&was,BalGalak,were&that&spin&her,BalGalak,BalGalak,runs&past,he&met,you&has,marriage&have&marry&her,with,be,open&has,mice&bite&an,BalGalak
23,cuts&cutting&fingers,cat&is&raise&rose&,is&your&respect&aren't&she,past,BalGalak,me,smell,ate&tree&plant&his,pig&widow&breaks,spool&were&her&she,BalGalak,has&me,flies,BalGalak,me&understand&,have&live&,log,BalGalak,has&close,BalGalak,BalGalak
24,give&soft&send,pencil&was&were&black&brown,is&your&loves&lovely&lover,cold,your&can't&being&cheat,sun&he&rescue,BalGalak,he&ate,BalGalak,me&their,BalGalak,BalGalak,korea,BalGalak,teach&korean&,BalGalak,BalGalak,BalGalak,buys,reed&month,BalGalak
25,books&a&are&chose,around&he&is,your&is&attack&attacks&attacking,me&being&story,catch&catching&ply,forgive&office,beat&bites&an&bits,flag&kick&ate,it&tree,being&her,BalGalak,BalGalak,have&head,BalGalak,lose,BalGalak,cool,BalGalak,has&comes,has,BalGalak
26,dig&dung&log&hits,you&hand&are&tie,she&he&her&array&astray,she&bee&cheat,much&car&destroy,solve,hers&were,tiger,BalGalak,their&can&being,BalGalak,BalGalak,have,BalGalak,every&saw,had,won&price&,kill&will,vary&sicker&six,eat,too&scar&hits
27,litter&let&are&write,scold,is&aren't&cough&case&cause,sell&well&wills,display&blame&you,BalGalak,lie,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,BalGalak,sing,war&try&your&,BalGalak,BalGalak,BalGalak,shall&has
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
