INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,turns,"open,protects","you,breaks","she,keeps",wants,"well,lost, your, ","helping,swimming","does,likes, liking, did","trains,do","does,eats",she,,,,,,,,,,plays
1,does,"protects,does","does,black",keeps,speaks,"won,wins,winning,games","can,helped","drinks,does",trains,"eaten,me",,,,,,,,,,,"play,snowy"
2,turn,,break,keep,wants,"games,lost,losing,loses","can,helps",care,"gets,ear",eats,"helps,she,your",,,,,,,,,,playing
3,,"snake,eating",smokes,,,,cancels,"cares,caring,to","got,ear,earlier","me,eat",,,,,,,,,,,
4,,"eat,snake",smokes,,,,can,"she,helped","two,gets",swims,,,,,,,,,,,
5,a,,smoking,,,,cancels,"does,she",checks,,,"nothing,has",,,,,,,,,
6,,,,,,,,,,,,"something,does",,,,,has,,knows,,did
7,,,,,,,,"looked,tiring,looing",,"nude,worries",,"has,tells",,,,,have,,knows,has,goes
8,,,,brushes,,,,"came,no",,,sings,"has,gives",,,,,has,,"know,me",,
9,"has,does",,"usual,smokes","tooth,she",dances,burns,,came,,steals,,,,,,"did,knows,knew",,,reading,me,
10,"eye,have,her",,quits,"brush,she",wants,burns,,"I,loves,her",,,,space,,"beautiful,dances",,"have,knows",glows,,has,,
11,"nothing,something,may,sees",,runs,,want,,,"buys,an",,,"do,knows,does",,,,,couldn’t,,,"have,reading","can’t,nothing,does",
12,day,work,run,,wants,,,,,,"does,knows,knowing,me",,,,,,,,likes,walks,
13,,"your,thinking,thinks,didn’t",wins,take,"want,touches",,,cutting,,,,,,,,,has,has,wants,bug,have
14,work,"me,thinks,thinking,sun",answers,do,,,,"does,tooth","give,learn",,go,,,"hare,hill",,"hare,hill",,,"can,your,videos",uses,
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,wife,"did,thinks, thinking, her",answers,play,,"to,eats",digests,"take,show",,go,"importance,reads",,,,,,,,,"use,bug",
20,wife,,,"pray,they",,"no,sugar,surely,net,neat",digests,"his,look,looking,dirt,she",forgive,,"can’t,reads",,,,,,,,,,
21,"wipe,wife",,"bites,you","pray,plays",,"punishes,bed",,"can,wins",,,,,,,,,,,,,
22,,sings,"bite,biting,peoples",,ever,"punished,bed",,"give,giving,his",,,,,,has,,,wipes,,,,
23,,sings,,,,"long,doing,does",,,"broke,your","ignores,does,you",,,,"have,lives",,,wife,,"changes,does",,
24,"nothing,eats,does,did","have,angod",wears,"does,poodle,has",,"steal,stealing,she",,,"do,understands",ignores,,,,eats,asks,,wife,,"wait,he,with",,
25,"does,his,agrees,","have,an,",wear,"she,does,has",,"fellow,follows,he",,,checks,,likes,,,,,,,,,,
26,"agree,she,mine",,,"she,have,poodle,having",,"chalk,checks",,,"check,you,checking",,,,,,,he,,,,,
27,"listens,onion",,,"his,has",,,hurts,wants,does,"no,drink,drinking,her","going,goes,takes",,,,,,,,draw,,
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
