INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,"is,your,taller,an","is,your,hipo,",,"dirty,then,are","many,is","was,them,eld",,"most,","you,",,"are,beauty","did,eves,,me",eating,"team,come","liver,river,lives,living,me,alive",,"are,thinks,","god,dug,",will,can,fast
1,"is,taller,girls,an","vet,vent,vein,toddle",,"her,dirty,then,are","many,pretty,then","old,was,he",,most,big,,"you,beauty",,learn,,"when,liver,river,living,lives",,"thinks,does","younger,youth,he,are","nobody,knocks","do,knows,asking,",
2,"no,an,tell,","no,toad,happen",,"dirty,then,are","that,many","was,were,thin",,"are,most",he,,"can,thinks",,"dances,me,this",,,,,"much,vary,he,","did,she",checking,your
3,"fet,her,","vet,sink,are,her",were,"poodle,mine,are","many,this,","he,that,heaven","thin,he","are,bad,glade",,,,your,"loom,me,sang,",,lives,,,"vary,younger,is",,miss,
4,"an,vet,pet,","vet,sink,are,her",nude,"poodle,mine,are","thin,poor,many","then,heaven,he","he,many","are,bad,glade",,,,"buys,wants,your",studying,"help,them","tell,taller,till,tail,she,her",,,"then,are",,miss,
5,"feat,is","vet,sink,are,her",an,"poodle,mine,are,","she,many,","then,heaven,he","thin,is","are,bad,glade",,,,,,,"till,tail,taller,she",,,"are,is,",,,
6,"skin,are,she","are,you,god",past,"is,them,smart","this,wise,","he,light,this",,,,"are,this,salty",,buys,puts,,are,,"helps,",cold,rubber,,
7,"boil,skin,is","me,are,goody",snow,"is,them,smart","wise,many","he,light,this",,,,"beach,is,an",glad,,"lives,hear","me,quits,drink,drinks,","older,is,what,what",,will,"does,is",,,
8,"she,are,skin,an","is,me,vet,",is,"is,them,smart","he,I,","he,light,this",,,,"salty,beach,are",,"late,light,eat",your,by,"older,your,is,what",,"where,thinks","thinks,prettier,thinking,thing",,,
9,"new,ugly,you","hi,isn't,an","were,is,you","warm,you",you,,,,"sleeping,sleep,is,your",,,,"loves,here",,is,,,"do,thing,thinking,",,driving,
10,"are,angle,me","hi,isn't,an","were,me","warm,you","you,are",,,,"are,sleeping,sleeps,slip,new,",,,,,"me,what,helps,",is,,,"me,are,isn’t,,stronger",,,
11,"is,mine,angel,mud","hi,is,an,","was,me,anger","are,worm,","you,is",hell,,,"no,sleeps,sleeping,slip",,,,,"them,smokes,the,queen","is,do,your",,,,swims,,
12,"he,are,a,uncle","hell,lew,lower,kill",year,"you,cool",,thin,,,"are,he,bed",,,,dug,"drink,changing","your,is,do,",,,,"times,","wants,",
13,"her,are,isn't,vet","hell,,lew,lower,heal","year,","loom,cool",,were,,,"he,are,bed",,,,,"the,them,fight,fights,four",your,"does,prettier",,,,,
14,"he,her,is,are","hell,lew,heal",year,"me,cool",,was,,,"bed,an,teach",,,,monkey,,do,,,,,,
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,"aren't,your,sand","is,an,","was,your",,thin,"fast,were",many,,,,,"are,do,does",,"puts,","are,her,does,","thinks,dances",,,"introducing,",,
20,"new,sand,vat,me","god,an,study","me,seed",,red,"lighter,you",many,,,,,do,"smokes,smoking,palace",,"her,do,does,new",,,,,,
21,"no,sadder,","bed,vet,him","was,likes",,is,"you,was",is,,,,,do,"teach,she","invites,light",does,steal,"does,",,,,
22,"youth,sun,you,isn't","is,bed","was,likes,yours",you,"cozy,are","many,happy",hose,,,,,"are,say,he","they,",,knows,,chat,,,,
23,"youth,best,are","buzz,bus,him,are","were,you,string,",big,is,"many,happy",me,,"young,are",,,,"he,teach","I,kicks,kicking,her","swims,shine,could,he",,,"bitter,likes",have,,"was,waits"
24,"sun,is,yawn","buzz,bus,him,are","were,is,stray",,many,"many,happy",many,,"youth,young,",,,,"your,cries","he,punch","do,doing,lives,living",,,,,,
25,"is,your,have","cool,cola,gold,is","leech,reach,leach,him,were",many,herd,,are,,,,,,,,"his,live,living,lived,when",work,"lived,thought,","winner,on,",,,
26,"strange,father,you","cool,cola,gold,no,coop","leech,reach,leach,him,were",many,many,,are,,,,worse,,"likes,","he,cheat,I,cheats","is,living",,does,,,"in,","bag,"
27,"reach,leach,no,him,such","vet,colder,gold,coop,cola","leech,reach,leach,him,were",many,is,,butter,,,,worse,,,"cheating,cheats","does,live",,,"doesn’t,looks",times,,
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
