INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,네가 가위 대신 바위를 내는 것이 어때?,그녀는 내일 어디에 가려고 하니?,넌 ‘Hello!’를 한국어로 어떻게 말하니?,a 곰을 속이기 위해 잠자는 척하지(pretend) 마라! ,넌 올해 너의 나쁜 습관s을 바꿔야만 하니?,넌 a 홈런을 칠 a 야구 방망이를 가지고 있지 않니?,그녀가 그 시험에 합격하기 위해서 열심히 공부했니?,그들은 누구와 a 검은 눈사람을 만들려고 하니?,넌 저 돼지처럼 아름답게 춤을 출 수 없니?,내일 나랑 쇼핑가는 것이 어때?,그는 the 볼륨을 줄일 수 없니?,그가 그녀를 만나기 위해 a 스포츠카를 샀니?,그녀는 지금 무엇을 하고 있니?,그가 내일 a 수학 모의고사를 치려고 하니?,나에게 소개할 an 천사가 있습니까?,넌 무엇을 지금 찾고 있니?,넌 내 머리에 the 헤어컨디셔너를 뿌릴 수 없니?,넌 매년 무슨 나무를 너의 정원에 심는데?,a 헤킹 프로그램을 저에게 소개해 주시겠습니까?,내가 어제 너의 집을 방문했을 때 ,a 도둑을 잡기 위해 나의 개를 따라가라!
1,왜 넌 지금 집에 가야만 하니?,그녀는 내일 일본에 가려고 한다.,우리는 ‘안녕하세요!’라고 말한다.,난 a 곰을 속이기 위해 잠자는 척하지 않았어.,난 올해 나의 나쁜 습관s을 바꿔야만 한다.,왜 넌 그런 질문을 나에게 묻는데?,그녀는 그 시험에 합격하려고 열심히 공부했다.,그들은 a 신사와 a 검은 눈사람을 만들려고 한다.,난 저 돼지처럼 아름답게 춤출 수 있다. ,왜? 넌 무엇을 사고 싶니?,그는 the 볼륨을 줄일 수 없어.,그가 그들을 행복하게 만들기 위해 a 케이크를 샀다.,그녀는 지금 머리를 감고 있다.,그가 내일 a 수학 모의고사를 치려고 한다.,너에게 소개할 an 천사가 있다.,난 너에게 줄 the 핑크색 다이아몬드를 잃어버렸다.,넌 내년에 그의 다친 팔을 치료할 거다.,나는 매년 a 소나무를 나의 정원에 심는다.,the 해킹 프로그램을 다운로드하는 것이 어때?,넌 어제 그녀와 무엇에 대하여 말하고 있었니?,the 로봇의 피부를 매일 관리하지 마라!
2,나의 엄마가 지금 나를 기다리기 때문에,왜 그녀가 내일 일본에 가려고 하니?,넌 실수s를 하지 않니?,the 잠자는 사자를 물지 마라!,난 올해 나의 나쁜 습관s을 바꿀 필요가 없다.,난 그냥 궁금해서.,그녀는 그 시험에 합격하기 위해서 하루에 몇 시간 공부했니?,그들은 무엇을 가지고 a 검은 눈사람을 만들려고 하니?,"불행히도, 난 저 돼지처럼 아름답게 춤 출수 없다.",난 나의 엄마에게 줄 a 돼지 마스크를 사려고 해.,"물론, 그는 the 볼륨을 줄일 수 있다.",넌 작년에 케이크s 몇 개를 먹었니?,그는 지금 무엇을 하고 있니?,"그럼, 그가 an 영어 모의고사는 언제 치려고 하니?",너에게 소개할 a 악마가 없다.,다음 수요일에 그 핑크빛 다이아몬드를 찾아내자!,넌 그 시험에 합격하려고 열심히 공부했니?,난 매년 an 사과나무를 나의 정원에 심는다.,네가 나의 이야기를 올리는 편이 낫다.,특별한 것은 없어. 우린 얼굴을 보면서 그냥 잡담만 하고 있었다. ,오늘 영어 수업을 빼먹지 말자!
3,넌 그녀의 문신한 다리를 기억하니?,그녀는 일본에서 해야 할 일이 있기에.,난 전혀 실수s를 하지 않는다.,a 잠자는 생쥐를 무는 것은 위험하다.,"어쨌든, 넌 너의 나쁜 습관s을 바꿔야만 한다.",넌 지난밤 그의 숨겨진 이야기에 대해 궁금했니?,그녀는 그 시험에 합격하려고 하루에 5분 공부했다.,그들은 하얀색 눈으로 a 검은 눈사람을 만들려고 한다.,넌 왜 어제 밖에서 울고 있었니?,왜 넌 그 돼지 마스크가 필요하니?,넌 매일 아침 일찍 일어나지 않니?,난 체중을 늘리려고 99개의 케잌s을 먹었다.,그는 지금 이를 닦고 있다.,그는 다음 주에 an 영어 모의고사를 치려고 한다.,그녀가 the 창문 위에 있는 the 모기를 죽이려고 합니까?,넌 그 핑크빛 다이아몬드를 어디서 잃어버렸니?,난 그 시험에 합격하려고 열심히 영어를 공부했다.,왜 넌 매년 an 사과나무를 너의 정원에 심는데?,나는 성공하려고 열심히 노력했다.,너 지금 어디에 가고 있니?,그러나 수학 수업은 빼먹자.
4,난 그녀의 문신한 코를 기억한다.,"그럼, 그녀는 일본에 얼마나 오랫동안 머무를 예정이니?",네가 아점 먹고 양치하는 것이 어때?,the 선생님을 깨우기 위해 떠들자.,그녀가 종이를 재활용(recycle)해야만 하니?,난 지난밤 그의 숨겨진 이야기에 대해 궁금하지 않았어.,그녀가 그 시험에 합격했니?,그들이 어떻게 흰색 눈으로 검은색 눈을 만들 수 있지?,난 어제 밖에서 울고 있지 않았다.,a 돼지 가면을 쓰는 것이 내 엄마의 취미야.,난 매일 아침 일찍 일어나.,넌 내가 the 체중 검사에 합격하리라고 생각하니?,그들은 지금 무엇을 하고 있니?,넌 그가 a 운전 면허 시험에 합격할 수 있다고 생각하니?,그녀는 the천장 위에 있는 the 모기를 죽이려고 합니다.,난 그 핑크빛 다이아몬드를 이 책 위에서 잃어버렸다.,"물론, 난 그 시험에 떨어지지 않으려고 열심히 수학을 공부했다.",난 사과s를 먹기 위해서 an 사과나무를 심는다.,그녀가 이 방을 장식하지 않는 편이 낫다.,난 지금 the 백악관에 가고 있다.,넌 나의 평생 친구가 될 수 없니?
5,난 그녀의 문신한 엄지발가락을 기억하지 않는다.,그녀는 일본에 4일 동안 머무를 예정이다.,미안. 난 오늘 아침 양치하는 것을 잊어버렸어.,the 교실에서 떠들지 말자!,그녀가 종이를 재활용해야만 한다.,난 너의 복잡한 질문에 관해 궁금했어.,"마침내, 그녀가 그 시험에 합격했다.",난 그들이 검은 색 눈을 만들 수 없다고 생각한다.,난 네가 어제 밖에서 울고 있었다고 생각해.,너의 아빠는 너의 엄마의 취미를 좋아하니?,난 매일 아침 일찍 일어나지 않는다.,난 네가 the 체중 검사에 합격하리라고 생각하지 않는다.,그들은 지금 the 부엌에서 a 큰 해삼을 요리하고 있다.,난 그가 a 운전 면허 시험에 합격할 수 있다고 생각하지 않는다.,그녀는 당신 코 위에 있는 the 파리를 a 망치로 죽이려고 합니다.,넌 나의 강력한 목소리를 기억하지 못하니?,난 날아다니는 개구리s에 관하여 연구하고 싶다.,나는 지금 the 산에 갈 거다.,나는 기절하지 않으려고 노력했다. ,넌 왜 어제 the 백악관에 가고 있었니?,난 너의 평생 친구가 될 수 없다.
6,넌 왜 그녀에게 고함치고 있니?,네가 그녀의 주소를 물어보는 것이 어때?,넌 어제 나에게 몇 시에 전화했니?,넌 매일 실시간 뉴스를 TV로 보니?,그녀가 종이를 재활용할 필요가 없다.,그녀가 내년에 한국에 올 수 있니?,그러나 그녀가 그 시험에 떨어졌다.,난 그가 검은 눈을 검정 잉크로 만들 수 있다고 생각한다.,나의 아빠가 내 머리에 물을 붓고 있었기 때문이지.,나의 아빠는 나의 엄마를 정말 사랑해.,넌 몇 시에 일어나니?,왜 넌 지금 그를 체포해야만 하니?,넌 지금 the 나무 위에서 무엇을 하고 있니?,난 그가 a 운전 면허 시험에 합격할 수 있다고 생각한다.,a 이상하게 생긴 마녀와 춤을 추지 마라!,난 너의 강력한 목소리를 전혀 기억 못 한다.,천국과 지옥 사이에 a 지상천국이 있다.,넌 다음 주에 무슨 산에 가려고 하니?,"그녀의 엄마가 그 사실을 증명할 수 없었음에도,",the 대통령을 용서해 주려고 ,넌 a 버너로 쓰레기를 태우니?
7,그녀가 나의 방에서 더러운 진흙을 가지고 놀고 있기에 ,내가 그녀의 주소를 묻는 것은 불가능하다고 생각한다.,난 어제 너에게 7시에 전화했다.,난 매일 실시간 뉴스를 TV로 본다. ,왜 그녀가 신문지s를 재활용해야만 하니?,그녀가 내년에 한국에 올 수 없어.,내년에 그녀가 그 시험에 합격할 것이다.,노란 잉크로 검은 눈을 만드는 것은 불가능하다.,넌 오늘 아침 몇 시에 일어났니?,그래서 나의 아빠도 a 돼지 가면을 좋아한다.,난 8시에 일어나.,그가 나의 돈을 훔쳤기 때문이야.,난 the 원숭이와 바나나s를 따고 있다.,넌 왜 그가 a 운전 면허 시험에 합격할 수 있다고 생각하니?,그녀가 오늘 학교에 갈 수 없습니까?,넌 1분 전에 나의 강력한 목소리를 알았잖아.,넌 그것을 믿을 수 있니?,난 다음 주에 a 아주 높은 산에 가려고 한다.,그녀의 아빠는 그녀에게 a 금괴를 주었다.,the 대통령이 무엇을 잘못했는데?,난 a 버너로 쓰레기를 태우지 않는다.
8,그녀가 너에게 사과해야 하니? ,왜 넌 그녀의 주소를 묻는 것이 불가능하다고 생각하니?,"그런데(by the way), 넌 나의 전화를 받지 않았어. ",난 매일 실시간 뉴스를 TV로 보지 않는다.,그녀는 종이를 절약하기 위해서 신문지s를 재활용해야만 한다.,"다행히도 그녀는 내년에 한국에 올 수 있어,","그럼, 그녀는 어떤 계획을 가지고 있니?",그러나 검은 잉크로 a 까만 눈사람을 만드는 것은 가능하다.,난 오늘 아침 5시에 일어났다.,난 너의 아빠가 a 정신(mental)병원에 가야만 된다고 생각한다.,그러나 나의 엄마는 7시에 일어나.,넌 a 저작권 사용료에 대하여 잘 알고 있니?,넌 왜 the 원숭이와 바나나s를 따고 있니?,난 그가 그 시험에 합격하기 위해 열심히 운전하는 것을 알기 때문에.,그녀는 오늘 직장에 갈 수 없다.,"미안, 난 너의 강력한 목소리를 잊어버렸다.",난 그것을 믿을 수 없다.,왜 넌 다음 주에 a 아주 높은 산에 가려고 하니?,그녀가 저 박스를 재활용하려고 합니까?,그가 어제 우리들의 약속을 지키지 않았다.,넌 언제 그녀의 엄마에게 전화하려고 하니?
9,그녀가 나에게 사과해야만 한다. ,"사실, 그녀는 살 a 집을 가지고 있지 않아.",난 너랑 같이 놀려고 너에게 그냥 전화했다.,넌 그들과 내일 무엇을 할 거니?,the 책상 위에 읽을 a 책이 있었니?,불행히도 그녀는 내년에 한국에 올 수 없다.,그녀가 내년엔 매일 6분s 더 공부할 거야.,네가 the 교회에선 잡담하지 않는 편이 낫겠다.,왜 넌 오늘 아침 일찍 일어났니?,그녀는 무슨 책을 읽기를 원하니?,나의 아빠는 9시에 일어나.,난 a 저작권 사용료에 대하여 잘 모른다.,the 원숭이가 바나나s를 the 숲속의 a 왕에게 주고 싶어 해서. ,중국에서 a 위대한 과학자가 되는 것이 그의 꿈이다.,그녀는 내일 the 소방서에 갈 수 있다.,나에게 헛소리하지 마라?,내일 a 잘생긴 악마를 만나러 a 지상천국에 가자.,난 a 위대한 등산가(climber)가 되려고 a 아주 높은 산에 가려고 한다.,그녀는 저 박스를 재활용하려고 하지 않는다.,지금부턴 그가 그의 약속을 완벽하게 지킬 거다.,난 8시 전에 그녀의 엄마에게 전화하려고 한다.
