INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,dancing&your&,clever&clear&,joint&no,,didn‘t&,does&&gets,go,,,,,,can’t&understands&,,eats,was&pray&play,,,ling&sells,salty&me&take,Let's&don’t
1,pet&slow,chase&channel&,state&,lead&,,gets&got&their&,,,,,,,can&she,,singing,ego&,did&change&does&he&,walk&he,shower,may&buys,didn't
2,uses&using&used,origin&,,bored&waters,hose,does&didn’t,,,,,,makes&them&did,,,meet&meets&you&,pack,helped&she,understood&,,did,did
3,,,eats,,Thursdays&ever&hurries,,,,,hiding,,,her&helps,,was&solve&,wished,,,,,can't
4,seat&sat,main&you,,needs,,,,,copies,,,his,,,make&making,fine,choir,wish&can&washes&,rise,,eats&feed
5,full&hush&,,,,doesn’t&eats&,,,,,their,,may&difficulty,gives,,,train,,,,does,did
6,drinks&waters&,,place&,checks,,goes,,,,,,threw,,your,often&break,his&call,ate&lost,,makes,,did&uses&using&let
7,introduction&intrigue&,pressure&did&member,,,,goes&their&,,,,,,,she,,dancing&danced&danger,an,fall&taste&doing,,,,can&good&speaks
8,over&,waste&waist&waters,waiter&no&,,,didn’t,,,,,,store&forgot,their&her,may&forgot,forgive,an&build,,cell,awake&wakes&can’t,,had&has
9,meat&mean&meal,final&finishes&finished,sleepy,,,move&removes&you,,,,catches,,,him&blink,teeth&touches&touched,using&sue&uses&,too,,slept,life,wants&,
10,calm&calls&,,takes&,knew,,must&me&removes,,,,,,her&you&her,,movie,chance&you&cheer&,,met&you,dancer&can,found&finds,talks&talking&takes,
11,Am&that&,,,meat&&meets,,your&removes,,,,,,she&understands&their,,,drive,do&done,sudden,,,did&saw,
12,,shore&,,meets&did,,,,,,,,we&knows&did,,do,was&teach&&he,,went&she&,,,gives&,store&
13,state&stays&hare,meeting&,,reads,,,,,,,,Japan,,,has,sell,,his,,,likes
14,hare&hill,,pet&,,,,,,,,,easy,using,showed,given&give,get&gotten,,her&stare,taster,may&catches,uses&have
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,uses&you&day&,,may,,,drinks&did&does&me,,,,,,him,can&bury,that,clean&cleaning,you&drink&drinks&,lean,,solved&solves,did,did
20,forgot&forgot&you&,wearing&wears&your&,she&exchanges,speedy&knows,,drinking&does&your&she,,,,,on,,black&break,lead&reads&,easily&reads,again&lives,doing&don’t,,ran&runs,,
21,does,new&,runs,had&has&their,,may&no&winter,,,,,,,,,you&does&doing,third&smoke,quite,,,,
22,changing&changes,,merry,used&uses,,,fellow,,,go&they,,going&torch,our&changes,,,different&task,think,,heard&hears,,
23,calling,live,price,,,,,,,me,,,,,cheek,three&this&glow&green,speed,,mix&,,
24,she&uses&password,,,forgave&forgives,crying&cried,,,,,,,may&introducing,blush&,law,discuss&steal&stealing,you&add&know,glow,cheek&checks,,our,our
25,,turning&turns&,,,,going&goes&went&,,,,,doing,their&to&sleep,,,wish,write&,,rise&raises&heed,lied,tip&taps,tip&taps
26,,class&close,down,,,your&new&goes&,,,stores,,,,teacher&&easy,,,you&understands&yours,kicks,her&rise,small&smells&me&,fixing&fix,fixing&fix
27,class,,pinch&may&no,,park,goes&&your,,,,,,cry,,punch&pinched,,three&break&breaks,,can&&he,cured&cures,,
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
