INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,"aren't,is,she,sleep,we,","are,meets,meat,meet,your,",this,"well,lean",,"were,his,screen,scream","was,",stretching,,,,catch,show,,,go,"thinks,you","does,ignores","noise,","plays,praying",
1,"aren't,is,she,sleep,we,","is,he,wrist,wrong,was",meets,,play,"he,was,light",was,,,,"she,opens",,times,,buy,sell,"cares,his,do",,"cure,curing,noise","plant,new","ignores,do"
2,"are,you,aren't,he,sleep,they,","go,goes,his,is,she","on,take,takes","is,he","class,cross","he,a,","go,goes,is",,"meth,studies",,"pace,do",,you,"liver,beauty",,,"knows,knowing,does",,"broke,didn’t",,"ignore,her,not"
3,"you,aren't,she,sleep,we","stands,our,are,study,they,","new,he,when,","an,watch",,"lest,scream","go,goes,is","count,slow","talks,backs",,"washing,you",,,,,,"does,understands,yours","them,does",,,
4,"you,aren't,sleeps,he,,she,","runny,runs,their,ran,are,","nake,help",,"bury,buy,me",,goes,"make,was,snowball",,,,,,beer,lie,,"bites,does","plain,don’t",,,"do,does,"
5,"are,you,aren't,she,they,he,eat,","sat,sits,sing,your,are,","vest,do,","taste,she",he,,,"snowball,destroy",,broke,"she,do,goes,swims",sings,,,"wakes,ear",,"does,she,boiler,waters","don’t,you","hours,check",aren’t,"will,knows,"
6,"they,study,we,I'm,strong.,stay,","is,he,comes,corn,came","mad,",,"he,she",were,,bad,,talk,skirt,fell,,,,,,alike,,,doesn’t
7,"her,he,we,they,thank,thinks,","makes,she,is,made,you,","vest,do","is,then,attack","are,",was,,,"could,met",,he,,"going,do",,,,"too,you","doesn’t,she",,,
8,"dances,they,is,dances,they,dance","torch,are,our,touch,touches,","buck,is,their","she,his,bath,both",,were,,hare,,,"she,calling,do","she,do","calls,she",box,go,,"does,she","checks,miss,does",,"is,tickle",
9,"make,he,,she,we,,I'm,makes","we,is,isn’t,introduces,then,","they,bury,is","icy,melts,are","chew,cell,are",was,,hare,,,mud,,does,"destroys,lock",hangs,,"chatting,chats,",,,"loud,does","is,your,does"
10,"drinks,aren't,is,he,she,","are,your,solve,solves,is,","go,stars","rock,he,this,",he,were,"play,baseball","dug,were",,me,"tray,our",our,,,,,"tell,rides",,,,track
11,"you,aren't,,is,he,she,dance,","pray,praying,he,is,plays","aren’t,",new,"down,",,"them,play",,,"price,may,they",,"clicks,","has,",,,,"does,vivid","does,she",,,"two,wants"
12,"aren't,you,drinks,no,drink,","clear,cleans,she,is,are",sing,"takes,on","leader,go",,them,"her,wave","small,do,smells,him",,,,,"me,forget",,,"pace,forgot,does,","you,doesn’t",,beast,"hill,hello,heal,nose,height,hells"
13,"an,reads,read,","are,throw,throws,our,is,","new,hose","get,take,on",him,,,,"any,drinking,waters",pumpkin,"lock,does",,,,,,"forgives,she,do,does,",do,,,
14,"read,reads,an,she","takes,lest,are",fall,"taste,is","listen,for,is",,,"were,him",,,"towel,try,tree",,towel,drinks,,,"does,knows,did","does,did,knows",,,
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,"nake,hug","is,he,chase,","base,do","he,ahead,him,scratch,","home,meets,met",,,"were,snore,she,are",,,"carpet,her,do",,,,"surprise,winner","sells,","does,do,her,ignores",,,,
20,"nake,hug","cup,.,his,is,","are,do,does","save,she",she,"was,enter",,"was,snore,am","meets,scar,teach",,,springs,,,"hardly,punch",rides,"do,does,cures,",makes,plant,,"do,does,ignores,"
21,"finish,are","chases,his,chance,he","your,chews,an,","rain,rainy,are,new,",,"enter,throw",,polite,,"learn,,teach,are",him,praying,,open,,go,"him,does,",,,"loud,cheers","do,ignores,"
22,"she,","within,play","checks,check,me","rain,rainy,are,new,","are,","is,snow",,,"for,are","are,didn’t","we,them,surprises,","read,leads",,crosses,"introduces,we",,throwing,"does,do,doubts,her",,,"she,drink,"
23,an,"are,hers","dance,for,","slow,snows,they,snowy","pack,picks,you",,"was,throw,hare","swim,swum,were,her",came,,,cheek,,,,"checks,exchanges","does,pays","does,ignore,you",has,"did,",
24,fight,,do,"slow,snows,they,snowy","buying,tray",,were,,,,"view,he",living,do,,,,"you,envies",boils,,,
25,"read,his,lead","she,complain,bout","new,your,go","blows,new,black,blow","solve,are","blow,were",cleans,"she,bug,",is,,"trains,you",,"any,does","cure,an",,review,"drinks,,smokes,end",,,makes,smells
26,"are,wash,fence","isn’t,complains,bout","is,he,hold","blows,new,brown,blow",is,"baby,smile,smiles",,"call,was",,,doing,,others,"she,fix",wash,,"knows,weigh,does",,,,
27,"fade,she,wash","complains,she,is,",new,"checks,is,them",test,"this,on,",his,wait,,,,,,,steals,,"doubts,does,do,did","drinks,smokes",,follow,
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
