INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,Are/you/sleeping?,Aren't/you/meeting?,Why/isn't/she/dancing/with/the/butterfly?,They/aren’t/leaning/against/the/wall,Is my/mother/cutting/a/cucumber/in/the/kitchen?,Was/he/screaming/yesterday?,Because/you/were/touching/the/octopus’s/head,When/father/is/scratching/her/big/toe,Do/you/have/breaking/news/to/tell/me?,Are you/going to/train/the/spy/like/a/dog?,Does/she/catch/fish/with/hands/every/night?,Does/she/catch/your/slow/ball/everyday?,Where/does/she/take/a/shower/everyday?,I/have/a/gift/card/to/give/you.,He/decorates/his/room/with/flowers/every/Wednesday.,She/goes/to/the/beach/to/video,Doesn't/she/think/about/your/future?,Doesn't/your/father/ignore/your/skill?,Does/the/dentist/cure/your/broken/nose?,They‘re/playing/soccer/on/the/playground,Don't/you/give/her/a/book/to/read?
1,"Is,/he/sleeping?",Isn't/she/writing?,He/isn’t/meeting/the/greedy/movie/star,Isn't he/hanging/a/wet/book/on/a/hanger?,Your/sister/is/playing/cards/with/father,Were/they/screaming/last/night?,Why/were/you/touching/the/octopus's/belly?,When I/was washing/the/lazy/cat/with/hot/water.,I/didn’t/study/history/at/the/church/yesterday.,Where/are/you/going/to/study/solar/energy?,Does/he/open/the/car/door?,Does/he/look/for/a/key/every/night?,What/time/does/he/open/the/book?,I steal/the/toy/sports/car/just/in/case.,Your/father/buys/emoticons/to/give/her,He/sells/his/bike/to/marry/her,Doesn't/he/care/about/you?,Doesn't he/open/an/umbrella/in/the/living/room?,He/cures/my/broken/nose,We’re/planting/the/banana/tree/now,Does/she/ignore/your/ability?
2,Is/she/sleeping?,Isn't/he/going?,She's/taking/off/her/socks.,Isn't/she/hanging/around/the/village?,Isn’t/his/sister/crossing/the/railroad?,Was/she/screaming/an/hour/ago?,Where/are/you/going/now?,When an/animal/doctor/was/curing/a/sick/puppy.,I'll/study/math/at/school/tomorrow,I can/find a/place to/bury/my/dead/phoenix/tomorrow.,Does/your/father/wash/his/face?,Does your/father/meet/his/mentor/once/a/year?,Why/does/your/father/snore/every/morning?,We/make/a/dirty/river/beautiful,Your mother/ties/her/hair/to/clean/his/room.,Your cat/works/hard/to/make/the/pig/happy.,Doesn't/your/father/know/you?,Doesn't she/turn on/a/navigation/in/a/new/place?,He/doesn't/cure/my/broken/nose,We dance/with/horses/in/the/tent/every/night,She/ignores/your/ability
3,Are/they/sleeping?,Aren't/we/standing?,Where/is/she/going/now?,They/aren’t/watching/a/baseball/game,Her/brother/is/throwing/a/snowball/to/you.,Were/we/screaming/last/Monday?,I'm/going/to/the/library.,But/She/was/counting/money/slowly,Let's/not/talk/back/to/mother!,There were/two/computers/to/sell/in/my/house.,Does/your/mother/wash/her/feet?,Does your/mother/massage/the/sick/ant/every/evening?,How/does/your/mother/make/a/nice/project?,A bear/eats garlic/to be/a/man/just/in/case.,She ties/her/cat/to/the/tree/every/Saturday.,Your/mother/washes/her/face/to/go/out.,Doesn't/your/mother/understand/you?,Don’t/they/misunderstand/your/character?,Does/the/student/check/the/teachers/every/hour?,I was/selling a/wireless phone/with/my/father/this/morning.,So/she/shows/her/strange/ability/to/you.
4,Are/we/sleeping?,Aren't/they/running?,She/isn’t/helping/a/naked/monkey.,We/aren’t/watching/a/baseball/game/on/TV.,Is/my/teacher/buying/candles?,Was a/student/checking/a/missed/call/last/weekend?,Why/are/you/going/to/the/library?,They/were/making/a/snowman,Did/you/give/honey/to/the/milk/cow?,Who do/you/want/to/eat/dinner/with/tonight?,Does/your/teacher/go/to/the/drug/store?,Does your/teacher/sleep/around/the/lake/in/spring?,Who does/your teacher/go to/the/talk-show/with/in/spring?,They/give/their/garlic/to/a/bear,The/liar/lies/to/me/every/Sunday,Your teacher/goes to/the/lake/to/save/a/student.,Doesn't/your/teacher/bite/the/dog?,Doesn't/he/review/your/plan?,The/student/doesn’t/check/the/teachers/every/hour.,"In/fact,/she/isn't/helping/a/tattooed/girl",Don't/they/know/your/tricky/character?
5,I'm/eating.,Aren't/you/sitting?,Why/isn't/she/doing/her/best?,Isn't/he/tasting/the/carrot/juice?,His/frog/is/meeting/the/naked/wizard,Were/two/students/checking/a/missed/call?,I‘m going/to the/library/to/return/a/comic/book.,But/she/was/destroying/the/snowman,I/don't/have/any/money/to/give/you.,When/did/you/exchange/the/broken/earphone?,Does/he/go/swimming?,Does/he/stretch/and/sing/every/morning?,Why/does/he/go/scuba/diving/in/summer?,He/closes/the/window/to/clean/his/room.,They/wake/up/early/every/Friday,He goes/to the/zoo/to/find/the/lost/puppy.,Doesn't/he/boil/water?,Doesn't/your/father/upload/your/picture?,She/checks/the/teachers/every/hour,Why/isn't/he/saving/a/tattooed/girl?,They/know/my/tricky/character/well
6,He's/studying.,Isn't/she/coming?,They/are/making/a/man/with/mud.,She/isn’t/giving/a/wet/tissue/to/him,Is/her/brother/folding/a/folder?,Was/a/fox/checking/a/missed/call?,You/were/leaning/against/my/father's/car.,Where/were/they/moving/her/bed/to?,It's hard/to/wake/up/early/in/the/morning,Where/are/they/talking/with/Pokemon/now?,Does/she/pray/for/her/skin/everyday?,Does/she/play/the/guitar/in/fall?,Why does/she/clean/a/witch's/house/at/night?,When your/father borrows/my credit/card/to/buy/some/salt.,He goes/to/the/forest/to/meet/a/wizard.,She wears/a gas/mask/to/clean/the/smelly/garden.,Doesn't/a/bee/fly/high/like/a/bird?,Doesn't/a/tiger/bark/like/a/dog?,Do they/hide his/membership card/under/the/bed/every/night?,Why is/she taking/off the/smelly/socks/in/my/room?,But/they/don't/know/your/tricky/character
7,She's/thinking.,Isn't/he/making?,Why/aren't/you/doing/your/best?,They/are/attacking/a/attacker.,My/sister/is/packing/your/school/bag,Were/two/foxes/preparing/an/official/event?,Why/were/you/leaning/against/my/father's/car?,They were/moving/her/bed/to/the/living/room.,His/father/couldn’t/meet/you/yesterday,Why/can't/you/give/me/that/diamond/ring?,Does/his/sister/go/skating/in/summer?,Does his/sister/turn/on/the/boiler/in/winter?,When/does/his/sister/go/skating?,Your mother/wears/slippers/to/enter/his/dirty/room.,You fry/eggs on/a car/on/a/hot/summer/day,His sister/comes to/my/kitchen/to/play/with/me.,Don't/two/students/solve/your/problem?,Don't/we/download/her/story?,They hide/his membership/card/under/the/bed/every/night.,"Anyway, they/are/taking/a/nap/with/their/classmates",Aren't/you/looking/at/the/rising/star/now?
8,We're/dancing.,Aren't/we/touching?,They/are/tickling/my/back,Isn't/he/bothering/her?,Is/my/doctor/explaining/about/the/broken/missile?,Was/a/teacher/preparing/an/official/event?,I/was/just/leaning/against/my/father's/car.,Was/his/sister/changing/your/hair/style?,Do you/think/she/can/save/the/fallen/frog?,"In fact,/I don't/have the/diamond/ring/to/give/you.",Does/her/brother/call/her?,Does/her/brother/call/her/everyday?,When/does/her/brother/call/her?,They/teach/boxing/to/a/scary/teacher,He/goes/to/the/cave/to/sleep,Her brother/sends/a/rose/to/me/every/Wednesday.,Doesn't/her/brother/cancel/the/project?,Don't/they/check/missed/calls?,They/don't/hide/his/membership/card/every/night.,Because/they/are/tickling/her/back,I'm/not/looking/at/the/rising/star/now.
9,They're/making,Aren't/they/introducing?,Aren't/we/burying/their/treasure?,They/aren’t/melting/the/ice.,Is/my/mother/chewing/peanuts?,Were/two/teachers/preparing/an/official/event?,What/are/they/doing/in/the/playground?,His/sister/wasn't/changing/my/hair/style,I/think/she/didn’t/design/this/building/yesterday.,How did/you eat/a/lot/of/apples/at/once?,Do/you/mop/the/floor/after/school?,Do/you/mop/the/glass/floor/every/night?,Why/do/you/call/them/every/night?,We/destroy/that/rock/with/dynamite,We/hang/wet/socks/on/the/hanger,You/fix/the/floor/to/sell/your/house.,Don’t/you/chat/with/your/friends?,Don't/you/use/your/friend’s/hula/hoop?,Doesn’t/the/fire/fighter/look/around/your/garden?,"So,/the/girl/is/laughing/loudly",What/car/are/you/driving?
