INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,,goes,said,,,,,,beautiful,,"she,turns",,"are,her, do",,,"is,looks",,,,"visit,you",follows
1,,,"our,says,said",,,,study,,beautiful,"did,wants","can,turns",,"wish,washes,hear",,,,,,,,"cares,caring,"
2,,,"didn’tmakes,your,can","can’t,sleep",,"me,only,wonder,wondered",,,,,,,"he,does,do,no",,,finds,,,"has,me",,"no,skips"
3,"tattoo,lug",,"ant,makes",,,,,,"was,cry",needs,got,,"brush,brushed,her",,,lost,,,"success,hardly,tries","isyour,go","mess,myth,skips"
4,"tattoo,remembers",,,,"has,do",,"passed,taste,does",,"was,inside",,"got,gets",,"is,aren’t,do,does",,,,,,no,"for,go","bee,being"
5,"remembering,she",,,,"have,recycles,had","wonder,you","pass,passing,her",slow,was,,gets,,,,,"me,power",studies,goes,"no,passes,",,being
6,"she,is","didn’t,asks",times,,"had,has",comes,"and,fail,fails",,,,"did,gets",,is,,look,,,,proves,"for,forgave,forgives,too",burns
7,,,on,,has,comes,did,,,,"gets,got","steal,steals,me","pick,picked",,"did,can",,"did,your,belief,believing",,,"does,can",won’t
8,her,,,,,,"had,do",,,,,your,,,"can,goes","you,forget","can,believing,believes,didn’t",,go,"we,doesn’t",
9,"have,my",,,did,,,"studies,most",,,reads,get,didn’t,,,,"talks,do,tells",,,aren’t,,
10,,,glow,they,,,,is,,much,,reads,,,,difficulty,me,"much,her,can’t",years,,
11,"called,I",,"glow,wants","can,dances",,"does,tip",,,"do,sees",,,lead,,,,"slam,pack,manes",merry,,makes,,
12,,,,run,,,"thought,song,two,thinks",,,"want,bee",,,,,,possible,,days,,,"perfect,understands"
13,,,"me,like",,"does,likes,liked,your",,"didn’t,thinks,can,does","does,doesn’t,playing,are",what,an,merry,,,,do,,,,,"don’t,knows,me","perfect,you"
14,"hare,hill","hare,hill",do,,"does,likes,liked,your",,,"tall,talks,new",,,thinks,,,,"calls,late",,burns,,is,under,to
15,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,
19,,,,,,"when,are, do",,"are,aren’t, talk",,,go,miss,,,"does,her, do",,"did,her ",,meets,"sleeps,didn’t",are
20,"can,keeps,keeping",,,,,"space,does,do",did,"talk,you",,,are,,,,,,,,,where,
21,,,did,,hear,"doesn’t,do",,"not,nod,nake,wain,wine,did",takes,,is,,,,"think,thinks",,,do,is,climbs,"forgive,forgave,forgets"
22,"new,no",,,,,"does,do,is","can,bed","does,can,has",got,"tells,can,she,telling,tall",are,,life,,"me,knows",,"many,does,has","next,finds",is,,"remembers,remembering,eat"
23,"lie,don’t",,,,,"danger,do,nothing","bed,feels","has,apace,me",,did,,,thinks,,"you,do","helps,do,does",asks,,,,does
24,,"freely,have,flee","make,making",,,"is,isn’t",do,ten,,you,,"kick,kicks",eats,,"remembers,their",age,,,,,changes
25,waist,"sundays,studing",times,cares,,does,me,"July,June,junk,jul,water,waste",,"she,scolds,they",,"looks,sadly,your,looking",pat,plays,forget,wants,me,sun,,"noise,were",pizza
26,,,"will,your,agrees",,likes,is,,"undo,waste,water",,"can't,they",,"me,sell",,,,,paid,word,"did,worries,worring,can’t","were,hose,pul",your
27,,,,,"takes,on",,,"everyones,likes",,"care,her,cares","has,does,protects",,,,"smokes,meets,she",,"your,can,true",,"thinks,tank,thick,thin,than,that",were,
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
