INDEX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,넌 지금 a 샤워 할 수 없니?,난 검은 설탕을 먹을 수 없다.,넌 주먹으로 나를 때리고 싶니?,나는 a 수면제를 복용하고 싶어.,난 겨울에(in winter) the 나무를 태우고 싶지 않아.,넌 an 쉬운 질문을 설명할 수 없니?,당신은 이 나무로 a 의자를 만들어야만 합니까?,난 팔짱s을 껴야만 한다.,난 연필s 다섯 자루를 꺼낼 필요가 없다.,당신은 지난밤 두 대의 고급 차s를 사야만 했습니까?,난 한국역사를 너에게 가르칠 필요가 없었다. ,난 지난밤에 음주운전을 해야만 했다. ,난 너랑 the 금성에 가고 싶어.,아침으로 some 빵을 드시겠습니까?,저는 이것을 a 검은 색 marker로 표시하고 싶습니다.,너는 내일 나를 차 태워 줄 거니?,나는 당신을 a 여왕처럼 대접(treat)할 거다.,난 그 검은 소금을 맛보지 않을 거다.,그것을 해!,그것을 네가 하는 것이 어때!,난 그녀를 초대해야만 하니?
1,너는 너의 눈s을 위해 비타민 A를 복용할 수 없니?,난 6시에 널 만날 수 없다.,당신은 10시에 밖에 나가고 싶어요?,나는 그에게 나의 검은색 이를 보여주고 싶다.,난 봄에 an 화난 새를 타고 싶지 않아. ,난 가을에 a 슬픈 노래를 부르고 싶지 않아.,당신은 10시에 깨야만 합니까?,넌 그의 형과 함께 일을 해야만 한다.,넌 an 문어처럼 많은 물을 마실 필요가 없다.,당신은 그 모의 테스트에 합격해야만 했습니까?,저는 그 감독을 나의 생일파티에 초대할 필요가 없었습니다.,저는 그의 남동생을 나의 생일 파티에 초대(invite)해야만 했습니다. ,난 the 차 도둑을 오늘 밤에 만나고 싶지 않아.,크게(loudly) 노래를 한 곡 불러 주시겠습니까?,저는 다음 주말에 당신을 뵙고(see) 싶습니다. ,넌 10시에 밖에 나갈 거니?,나는 모든 걸(everything) 너와같이 할 것이다. ,난 그 운전수에게 나의 비싼 공을 주지 않을 거다.,그것을 하지 마!,넌 그것을 할 수 있니?,난 그녀를 a 할로윈 파티에 초대해야만 해.
2,너는 불면증(sleeplessness)을 위해 비타민 B를 복용할 수 없니?,넌 그와 8시에 저녁을 먹을 수 없다.,당신은 an 쉬운 영어책을 읽고 싶어요?,난 the 직원과 내년에 결혼하고 싶다.,난 가을에 나의 스승과 체스하고 싶지 않아.,난 지금 영어 기초문법을 이해할 수 없다.,당신은 그녀를 지금 깨워야만 합니까?,난 나의 팀을 응원해야만 한다.,난 서울에서 그녀와 결혼할 필요가 없다,넌 나의 관리자와 같이 the 시스템을 관리해야만 했니?,난 the 명품 치마를 선택할 필요가 없었다.,난 감시원s을 선택해야만 했다.,나는 내일 말 신발s을 보고 싶다.,the 마술클럽에 가입하시겠습니까?,저는 some 백합s을 사고 싶어요.,넌 10시에 잠에서 깰 거니?,난 곧 집에 갈 거야.,난 내년에 너랑 그것을 하지 않을 거다.,그것을 해주세요!,난 그것을 하려고 하지 않아.,난 그녀를 a 할로윈 파티에 초대할 필요가 없다.
3,너는 a 상처를 위해 비타민 C를 복용할 수 없니?,나는 오늘 저녁 그들을 감시할 수 없다.,넌 the 깨끗한 정원에서 자고 싶니?,나는 영어로(in English) 숫자s를 세고 싶다.,난 여름에 이 지저분한 도로를 청소하기 싫어.,나는 그 행사에 관하여 너랑 이야기하기 싫어.,넌 나의 사무실에서 자야만 하니?,넌 the 해파리(jellyfish)를 너의 손s으로 잡아야만 한다.,난 지금 the 버스에서 내릴 필요가 없다.,넌 이틀 전(two days ago)에 a 새 축구코치를 만나야만 했니?,난 그들의 개와 the 공원에 갈 필요가 없었다. ,난 감시원s을 신중히 선택해야만 했다.,너는 그녀의 짧은 치마를 나에게 팔 수 없니?,some 차가운 커피를 주문하시겠습니까?,저는 커피를 거르고 싶습니다.,네가 점심값을 낼 거니?,나는 on the 거리에서 춤을 출거다. ,난 더 이상 너랑 싸우지 않을 거다.,그것을 하지 마세요!,난 그것을 할 수 있어.,난 너의 방에서 the 불을 켤 필요가 없었다.
4,너는 건강한 뼈s을 위해 비타민 D를 복용할 수 없니?,넌 the 최고의 학생을 고를(pick) 수 없다.,너는 나에게 a 뜨거운 아이스크림을 보내고 싶니?,나는 the 초록 언덕 위에 a 작은 집을 짓고 싶어.,나는 그 프로젝트에 관하여 너랑 이야기하기 싫어.,넌 a 차가운 태양을 만들 수 없니?,너는 a 따뜻한 감자(potato)를 나에게 보내야만 하니?,난 그들의 눈물s을 씻어 주어야만 한다.,난 지금 the 버스를 탈 필요가 없다.,넌 삼일s 전에 열심히 춤을 춰야만 했니? ,난 그의 젖은 장갑s을 말릴 필요가 없었다.,난 그의 젖은 머리를 다시 잘라야만 했다.,넌 너의 비번을 1111로 바꾸고 싶니? ,저와 같이 the 명품 병원에 가시겠습니까?,저는 the 세계일주여행을 하고 싶습니다.,너는 내일 나에게 신선한(fresh) 감자s를 보낼 거니?,나는 이런 경우엔 이렇게 the 문제를 해결할 거다.,난 그것을 너에게 증명(prove) 하지 않을 거다.,그것을 하자!,난 그것을 하려고 해.,난 너의 방에서 the 불을 끌 필요가 없었다. 
5,너는 그녀와 밤새도록 춤출 수 없니?,난 New York에 일찍 도착(arrive)할 수 없다.,넌 그녀의 홈페이지를 알고 싶니?,난 점심 먹고 a 쉬고 싶다.,난 the 경찰차를 훔치고 싶지 않아.,난 the 대나무 피리를 불고 싶지 않아. ,넌 그 종이를 너의 손s으로 잘라야만 하니?,너는 매일 그들의 슬픈 눈물s을 닦아야만 한다.,넌 그 합창곡을 다시 들을 필요 없다.,당신은 저녁으로 salad를 요리해야만 했습니까?,저는 a 골치 아픈 선생님을 도와 줄 필요가 없었습니다.,저는 a 재능 있는 한국인 학생을 선택해야만 했습니다.,당신은 이 성에 들어가야만 합니까?,저기에 좀 앉아주실래요?,저는 저 자신(myself)을 당신에게 소개하고 싶습니다.,넌 그들의 아이디를 훔칠 거니?,이런 경우엔 난 아무것도 하지 않을 거다.,난 물과 돈을 낭비하지(waste) 않을 거다.,그것을 하지 말자!,넌 그것을 해야만 하니?,넌 the 둥근 테이블 위에서 그녀와 같이 노래할 수 없니?
6,당신은 the 고장 난 헬리콥터를 수리할 수 없어요?,난 지금 초 미세먼지를 없앨 수 없다.,당신은 당신의 학생s들을 세고 싶어요?,난 장래에(in the future) a 여왕이 되고 싶어.,난 영어로 많은 포도s 세고 싶지 않다.,넌 너의 이모와 the talk show에 갈 수 없다.,당신은 the 꽃값을 지불해야만 합니까?,이번 주엔 네가 점심값을 지불해야만 한다.,나는 the 사기꾼(cheater)의 수박을 먹을 필요가 없다.,넌 어제 그녀의 가게에 가야만 했니?,나는 너의 친구처럼 열심히 공부할 필요가 없었다. ,나는 빛(light)처럼 도망쳐야만 했다.,넌 나와 이탈리아 음식을 먹어야만 하니?,저와 같이 a 노래할래요?,저는 다시 당신을 초대하고 싶습니다.,네가 그를 나에게 소개 할 거니?,나는 이번 화요일에 피노키오의 코를 자를 거다. ,난 9시에 the 꽃s에 물을 주지(water) 않을 거다.,네가 그것을 하는 것이 어때!,넌 그것을 하려고 하니?,난 the 둥근 테이블 위에서 그녀와 같이 노래할 수 없다.
7,넌 오늘 저녁 나랑 저녁밥을 먹을 수 없니?,당신은 나의 오른손을 마사지 할 수 없습니다.,당신은 저 높은 산 위에 일을 하고 싶어요?,난 the 바닥에 눕고 싶어. ,난 the 이글루 속에서 영원히 살기 싫어.,난 그들과 나란히 앉기 싫어.,당신은 the 보름달 위에 일을 해야만 합니까?,너는 거기에 정시에 가야만 한다.,너는 내일 아침 여기에 일찍 올 필요가 없다.,당신은 4일s 전에 당신의 피아노를 바꾸어야만 했습니까?,저는 a 똑똑한 로봇을 발명할(invent) 필요가 없었습니다.,저는 a 과학자로서 a 똑똑한 로봇을 발명해야만 했어요. ,넌 나의 정상적인(normal) 폐를 건드릴 필요가 없다.,저의 등을 긁어(scratch) 주시겠어요?,저는 당신을 저의 생일 파티에 초대하고 싶습니다.,넌 저 낮은 산에 다음 화요일에 갈거니?,나는 여기에서 나의 가족과 평생 살 것이다. ,난 나의 생일날 잠을 자지 않을 거다.,넌 그것을 할 수 없니?,난 그것을 하고 싶어.,난 the 둥근 테이블 위에서 그녀와 같이 노래할 수 있다.
8,당신은 내일 그것을 검토할 수 없습니까?,저는 그 중요한 장면(scene)을 기억 할 수 없습니다.,넌 a 훌륭한(great) 피아니스트가 되고 싶니?,나는 너랑 나의 지저분한(messy) 사무실을 청소하고 싶다. ,난 an 수의사가 되기 싫어.,저는 the 중요한 message를 기억할 수 없습니다.,넌 a 유명한(famous) 차 판매인이 되어야만 하니?,나는 a 유명한 의사를 그들에게 소개해야만 한다.,나는 나의 엄마를 나의 아빠에게 소개할 필요가 없다,당신은 a 복면한 도둑을 기억해야만 했습니까?,나는 a 게으른 고양이와 시내에 갈 필요가 없었다. ,나는 a 가수로서 노래를 잘 불러야만 했다.,당신은 내일 10시에 the 시청에 가야만 합니까?,the 부상당한(wounded) 선수를 치료해 주시겠습니까?,저는 the 미래에 a 유명한 레슬링선수가 되고 싶습니다.,너는 a 충격적인 소식을 나에게 말할 거니?,나는 이번 수요일에 동물s을 키울 것이다. ,난 너의 생일날 영어를 공부하지 않을 거다.,넌 그것을 하니?,넌 그것을 하니?,넌 이번 주말에 rocket을 타고 일본에 갈 거니?
9,당신은 당신의 방에서 낙타s를 키울 수 없어요?,넌 a 야구공을 멀리(far) 던질 수 없다.,너 커피 마시고 싶어 아니면 우유?,나는 이번 주말에 그녀를 방문하고 싶어.,나는 a 나쁜 학생이 되기 싫어.,난 지금 여기서 나가고 싶어.,넌 너의 건강을 위해 a 비타민을 복용야만 하니?,너는 내일 the 과학자의 사무실에 걸어가야만 한다.,넌 그 사기꾼을 속일 필요가 없다.,넌 그 만화책을 반납해야만 했니? ,저는 5년s 전에 많은 친구s를 만들 필요가 없었다.,저는 한 시간 전에 the 커튼s을 쳐야만 했습니다.,당신은 a 과학책을 큰 소리(loudly)로 읽어야만 합니까?,a 웨딩드레스를 고르시겠습니까? ,저는 당신에게 나의 이야기를 말씀드리고(tell) 싶습니다.,너는 점심으로 버섯(mushroom)을 먹을 거니?,나는 그것을 내일 결정(decide)할 거다.,난 a 머리가 아프지(headache) 않을 것이다.,난 그것을 해.,난 그것을 하지 않아!,난 이번 주말에 rocket을 타고 일본에 갈 거다.
